con_legis_num,legislation_number,congress_session,title,cosponsors,bill,gov_track,dc_ratio_aggregate,ratio_binary,manual_coding,URL
114_s.res.535,S. Res. 535,114,A resolution expressing the sense of the Senate regarding the trafficking of illicit fentanyl into the United States from Mexico and China.,4,0,0,0.06286943,1,1,https://www.congress.gov/bill/114th-congress/senate-resolution/535?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=535
114_s.res.564,S. Res. 564,114,"A resolution condemning North Korea's fifth nuclear test on September 9, 2016.",8,0,0,0.09970958,1,1,https://www.congress.gov/bill/114th-congress/senate-resolution/564?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=564
114_s.res.80,S. Res. 80,114,A resolution recognizing the cultural and historical significance of Lunar New Year.,6,0,0,0.01865672,0,1,https://www.congress.gov/bill/114th-congress/senate-resolution/80?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=80
115_s.1050,S. 1050,115,Chinese-American World War II Veteran Congressional Gold Medal Act,68,1,1,0.04314721,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/1050/text
115_s.1055,S. 1055,115,Philippines Human Rights Accountability and Counternarcotics Act of 2017,8,1,1,0.02469711,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/1055
115_s.1118,S. 1118,115,North Korean Human Rights Reauthorization Act of 2017,6,1,1,0.05839582,1,0,https://www.congress.gov/bill/115th-congress/senate-bill/1118
115_s.1187,S. 1187,115,"A bill to designate the area between the intersections of International Drive, Northwest and Van Ness Street, Northwest and International Drive, Northwest and International Place, Northwest in Washington, District of Columbia, as  Liu Xi",2,1,1,,Unavailable,0,https://www.congress.gov/bill/115th-congress/senate-bill/1187
115_s.120,S. 120,115,Bring Our Heroes Home Act,2,1,1,0.00232919,0,0,https://www.congress.gov/bill/115th-congress/senate-bill/120?q=%7B%22search%22%3A%22S.+120%22%7D&s=10&r=1
115_s.1519,S. 1519,115,National Defense Authorization Act for Fiscal Year 2018,0,1,1,0.01044548,0,0,https://www.congress.gov/bill/115th-congress/senate-bill/120
115_s.1562,S. 1562,115,North Korean Enablers Accountability Act of 2017,7,1,0,0.02882206,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/1562?s=4&r=1
115_s.1563,S. 1563,115,Rare Earth Element Advanced Coal Technologies Act,0,1,0,0.16472114,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/1563/all-info?s=8&r=1
115_s.1574,S.1574,115,Vietnam Human Rights Sanctions Act of 2017,3,1,0,0.03421369,1,0,https://www.congress.gov/bill/115th-congress/senate-bill/1574
115_s.1587,S. 1587,115,"Provides for the relief of Liu Xia.
",3,1,0,0.00323625,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/1587?s=6&r=1
115_s.1591,S. 1591,115,Otto Warmbier Banking Restrictions Involving North Korea Act of 2017,15,1,0,0.03513686,1,0,https://www.congress.gov/bill/115th-congress/senate-bill/1591/all-info?s=10&r=1
115_s.1620,S. 1620,115,Taiwan Security Act of 2017,2,1,0,0.04827586,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/1620?s=3&r=1
115_s.1631,S. 1631,115,"Department of State Authorities Act, Fiscal Year 2018",0,1,1,,Unavailable,0,https://www.congress.gov/bill/115th-congress/senate-bill/1631
115_s.1662,S.1662,115,"Commerce, Justice, Science, and Related Agencies Appropriations Act, 2018",0,1,0,0.00873317,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/1662
115_s.1780,S. 1780,115,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2018",0,1,1,0.01208291,0,0,https://www.congress.gov/bill/115th-congress/senate-bill/1780
115_s.1901,S. 1901,115,LEED Act,7,1,1,,Unavailable,1,https://www.congress.gov/bill/115th-congress/senate-bill/1901
115_s.1955,S. 1955,115,Preserving Liu Xiaobo Legacy of Freedom & Gold Medal Act,1,1,1,0.06155219,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/1955
115_s.2047,S.2047,115,	Preventing Preemptive War in North Korea Act of 2017,13,1,0,0.04494382,1,0,https://www.congress.gov/bill/115th-congress/senate-bill/2047
115_s.2098,S. 2098,115,Foreign Investment Risk Review Modernization Act of 2018,12,1,1,0.02835539,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/2098
115_s.2313,S. 2313,115,Defending Elections from Threats by Establishing Redlines Act of 2018,17,1,1,0.00560224,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/2313
115_s.2391,S. 2391,115,Defending U.S. Government Communications Act,4,1,1,0.07541322,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/2391
115_s.2401,S. 2401,115,Congressional Accountability Act of 1995 Reform Act,0,1,1,0.00593089,0,0,https://www.congress.gov/bill/115th-congress/senate-bill/2401
115_s.2716,S. 2716,115,"A bill to direct the Secretary of State to develop a strategy to regain observer status for Taiwan in the World Health Organization, and for other purposes.",3,1,0,0.06901409,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/2716?q=%7B%22search%22%3A%22s.2716%22%7D&s=10&r=1
115_s.2736,S. 2736,115,Asia Reassurance Initiative Act of 2018,11,1,1,0.03838839,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/2736
115_s.2803,S.2803,115,"Fossil Energy Utilization, Enhancement, and Leadership Act of 2018",1,1,0,0.05368907,1,0,"
https://www.congress.gov/bill/115th-congress/senate-bill/2803"
115_s.281,S.281,115,Fairness for High-Skilled Immigrants Act of 2017,20,1,0,0.00627353,0,1,"
https://www.congress.gov/bill/115th-congress/senate-bill/281"
115_s.2826,S. 2826,115,Fair Trade with China Enforcement Act,0,1,1,0.09478066,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/2826
115_s.2872,S. 2872,115,Congressional Accountability and Harassment Reform Act,7,1,1,0.00593905,0,0,https://www.congress.gov/bill/115th-congress/senate-bill/2872
115_s.2952,S. 2952,115,Congressional Accountability Act of 1995 Reform Act,43,1,1,0.00791783,0,0,https://www.congress.gov/bill/115th-congress/senate-bill/2952
115_s.2962,S. 2962,115,Taiwan International Participation Act of 2018,1,1,1,0.07990599,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/2962
115_s.2980,S. 2980,115,Integrated Missile Defense Act of 2018,4,1,0,0.02236025,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/2980?q=%7B%22search%22%3A%22s.2980%22%7D&s=2&r=1
115_s.2985,S. 2985,115,A bill to require a report on imprisonment of political prisoners in China.,0,1,1,0.03797468,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/2985
115_s.2987,S. 2987,115,John S. McCain National Defense Authorization Act for Fiscal Year 2019,0,1,1,0.01356586,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/2987
115_s.3142,S. 3142,115,North Korea Policy Oversight Act of 2018,3,1,1,0.04944353,1,0,https://www.congress.gov/bill/115th-congress/senate-bill/3142
115_s.3148,S. 3148,115,Denying Chinese Investors Access to U.S. Small Business Aid Act of 2018,1,1,1,0.20348837,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/3148
115_s.3153,S. 3153,115,Matthew Young Pollard Intelligence Authorization Act for Fiscal Years 2018 and 2019,0,1,1,0.01107805,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/3153
115_s.3171,S. 3171,115,Countering the Chinese Government and Communist Party s Political Influence Operations Act,6,1,1,0.10129564,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/3171
115_s.3179,S. 3179,115,FIND Trafficking Act,1,1,0,0.02807018,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/3179/titles?s=8&r=1&q=%7B%22search%22%3A%22s.3179%22%7D
115_s.3255,S. 3255,115,E-FRONTIER Act,1,1,1,0.00232019,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/3255
115_s.3361,S. 3361,115,Fair Trade with China Enforcement Act,1,1,1,0.09961417,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/3361
115_s.3378,S. 3378,115,Cyber Deterrence and Response Act of 2018,1,1,0,0.02108434,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/3378?q=%7B%22search%22%3A%22s.3378%22%7D&s=10&r=1
115_s.3406,S. 3406,115,Taiwan Allies International Protection and Enhancement Initiative (TAIPEI) Act of 2018,4,1,0,0.02900378,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/3406?q=%7B%22search%22%3A%22s.3406%22%7D&s=3&r=1
115_s.3455,S. 3455,115,ZTE Enforcement Review and Oversight Act,7,1,1,,Unavailable,1,https://www.congress.gov/bill/115th-congress/senate-bill/3455
115_s.3470,S. 3470,115,Mongolia Third Neighbor Trade Act,9,1,0,0.06402696,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/3470/text?s=2&r=1&q=%7B%22search%22%3A%22s.3470%22%7D
115_s.3486,S. 3486,115,"Venezuela Humanitarian Relief, Reconstruction, and Rule of Law Act of 2018",11,1,1,0.01429491,0,0,https://www.congress.gov/bill/115th-congress/senate-bill/3486
115_s.3622,S. 3622,115,Uyghur Human Rights Policy Act of 2018,23,1,1,0.07576343,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/3622
115_s.3667,S. 3667,115,Prevention of Arms Race Act of 2018,6,1,1,0.02177068,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/3667
115_s.371,S. 371,115,"Department of State Authorities Act, Fiscal Year 2017, Improvements Act",0,1,1,0.01359223,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/371
115_s.3749,S.3749,115,	Congressional Accountability Act of 1995 Reform Act,3,1,0,0.00641984,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/3749
115_s.3799,S. 3799,115,National Aeronautics and Space Administration Authorization Act of 2018,4,1,1,0.0106296,0,1,https://www.congress.gov/bill/115th-congress/senate-bill/3799
115_s.417,S. 417,115,Hong Kong Human Rights and Democracy Act of 2017,2,1,1,0.04224208,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/417
115_s.450,S. 450,115,Pacific Defenders of World War II Congressional Gold Medal Act,2,1,1,0.01313321,0,0,https://www.congress.gov/bill/115th-congress/senate-bill/450
115_s.659,S. 659,115,South China Sea and East China Sea Sanctions Act of 2017,2,1,1,0.05470297,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/659
115_s.821,S. 821,115,Reciprocal Access to Tibet Act of 2017,15,1,1,0.03942254,1,1,https://www.congress.gov/bill/115th-congress/senate-bill/821
115_s.amdt.3553,S.Amdt.3553,115," Interior, Environment, Financial Services and General Government, Agriculture, Rural Development, Food and Drug Administration, and Transportation, Housing and Urban Development Appropriations Act, 2019",0,0,0,,Unavailable,1,https://www.congress.gov/amendment/115th-congress/senate-amendment/3553?s=6&r=629
115_s.amdt.3998,S.Amdt.3998,115,"Department of Defense and Labor, Health and Human Services, and Education Appropriations Act, 2019 and Continuing Appropriations Act, 2019",0,0,0,,Unavailable,1,https://www.congress.gov/amendment/115th-congress/senate-amendment/3998?s=6&r=184
115_s.con.res.17,S.Con.Res.17,115,	Withdraw from Paris Agreement,6,0,0,0.06569343,1,0,https://www.congress.gov/bill/115th-congress/senate-concurrent-resolution/17
115_s.con.res.21,S. Con. Res. 21,115,"A concurrent resolution urging the Government of the People's Republic of China to unconditionally release Liu Xiaobo, together with his wife Liu Xia, to allow them to freely meet with friends, family, and counsel and seek medical treatment wherever they desire.",3,0,0,0.05831534,1,1,https://www.congress.gov/bill/115th-congress/senate-concurrent-resolution/21?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=21
115_s.con.res.30,S. Con. Res. 30,115,A concurrent resolution expressing the sense of Congress with respect to United States policy toward Tibet and that the treatment of the Tibetan people should be an important factor in the conduct of United States relations with the People's Republic of China.,8,0,0,0.06684492,1,1,https://www.congress.gov/bill/115th-congress/senate-concurrent-resolution/30?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=30
115_s.con.res.40,S. Con. Res. 40,115,A concurrent resolution recognizing the close relationship between the United States and Taiwan and the important role of the American Institute in Taiwan in strengthening such relationship.,4,0,0,0.0655527,1,1,https://www.congress.gov/bill/115th-congress/senate-concurrent-resolution/40?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=40
115_s.res.10,S. Res. 10,115,A resolution expressing the sense of the Senate regarding the trafficking of illicit fentanyl into the United States from Mexico and China.,4,0,0,0.06344086,1,1,https://www.congress.gov/bill/115th-congress/senate-resolution/10?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=10
115_s.res.116,S. Res. 116,115,A resolution condemning the Assad regime for its continued use of chemical weapons against the Syrian people.,12,0,0,0.03419973,1,1,https://www.congress.gov/bill/115th-congress/senate-resolution/116?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=116
115_s.res.155,S. Res. 155,115,"A resolution expressing the sense of the Senate that the United States should work in cooperation with the international community and continue to exercise global leadership to address the causes and effects of climate change, and for other purposes.",24,0,0,0.069375,1,0,https://www.congress.gov/bill/115th-congress/senate-resolution/155?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=155
115_s.res.157,S. Res. 157,115,"A resolution recognizing that for 50 years, the Association of South East Asian Nations (ASEAN) and its ten members-Brunei, Cambodia, Indonesia, Laos, Malaysia, Myanmar, the Philippines, Singapore, Thailand, and Vietnam-have worked toward stability, prosperity, and peace in Southeast Asia.",6,0,0,0.04372409,1,1,https://www.congress.gov/bill/115th-congress/senate-resolution/157?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=157
115_s.res.162,S. Res. 162,115,"A resolution reaffirming the commitment of the United States to promoting religious freedom, and for other purposes.",9,0,0,0.03627267,1,0,https://www.congress.gov/bill/115th-congress/senate-resolution/162?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=162
115_s.res.220,S. Res. 220,115,"A resolution expressing solidarity with Falun Gong practitioners who have lost lives, freedoms, and rights for adhering to their beliefs and practices and condemning the practice of non-consenting organ harvesting, and for other purposes.",23,0,0,0.06276596,1,1,https://www.congress.gov/bill/115th-congress/senate-resolution/220?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=220
115_s.res.223,S. Res. 223,115,"A resolution honoring the life and legacy of Liu Xiaobo for his steadfast commitment to the protection of human rights, political freedoms, free markets, democratic elections, government accountability, and peaceful change in the People's Republic of China.",3,0,0,0.05498282,1,1,https://www.congress.gov/bill/115th-congress/senate-resolution/223?q=%7B%22search%22%3A%22chamber%3A%5C%22Senate%5C%22%22%7D&s=6&r=282
115_s.res.361,S.Res. 361,115,"A resolution expressing the sense of the Senate that the United States Government shall, both unilaterally and alongside the international community, consider all options for exerting maximum pressure on the Democratic People's Republic of Korea (DPRK), in order to denuclearize the DPRK, protect the lives of United States citizens and allies, and prevent further proliferation of nuclear weapons.",9,0,0,0.0667854,1,1,https://www.congress.gov/bill/115th-congress/senate-resolution/361?s=6&r=387
115_s.res.408,S.Res. 408,115,"A resolution commemorating the 59th anniversary of Tibet's 1959 uprising as ""Tibetan Rights Day"", and expressing support for the human rights and religious freedom of the Tibetan people and the Tibetan Buddhist faith community.",2,0,0,0.06552419,1,1,https://www.congress.gov/bill/115th-congress/senate-resolution/408?s=6&r=340
115_s.res.429,S.Res. 429,115,"A resolution commemorating the 59th anniversary of Tibet's 1959 uprising as ""Tibetan Rights Day"", and expressing support for the human rights and religious freedom of the Tibetan people and the Tibetan Buddhist faith community.",3,0,0,0.06505771,1,1,https://www.congress.gov/bill/115th-congress/senate-resolution/429?s=6&r=319
115_s.res.481,S.Res.481,115,	Dismantling North Korean Labor Camp System,14,0,0,0.03070761,1,0,"
https://www.congress.gov/bill/115th-congress/senate-bill/3073"
115_s.res.520,S.Res.520,115,	Recognizing contributions of Li Ka-shing in business & philanthropy,1,0,0,0.03129891,1,0,"
https://www.congress.gov/bill/115th-congress/senate-bill/3107"
115_s.res.587,S.Res. 587,115,"A resolution commemorating July 2018 as ""Liu Xiaobo Victims of Communism Month"".",0,0,0,0.0296496,0,1,https://www.congress.gov/bill/115th-congress/senate-resolution/587?s=6&r=161
115_s.res.598,S.Res. 598,115,A resolution calling upon the United States Senate to give its advice and consent to the ratification of the United Nations Convention on the Law of the Sea.,1,0,0,0.0169027,0,1,https://www.congress.gov/bill/115th-congress/senate-resolution/598?s=6&r=150
115_s.res.667,S.Res. 667,115,A resolution condemning persecution of religious minorities in the People's Republic of China and any actions that limit their free expression and practice of faith,19,0,0,0.06533865,1,1,https://www.congress.gov/bill/115th-congress/senate-resolution/667?s=4&r=81
115_s.res.686,S.Res. 686,115,"A resolution honoring the life, accomplishments, and legacy of Lodi Gyaltsen Gyari.",1,0,0,0.03605313,1,1,https://www.congress.gov/bill/115th-congress/senate-resolution/686?s=6&r=62
115_s.res.736,S.Res. 736,115,A resolution urging the establishment of a Cyber League of Indo-Pacific States to address cyber threats.,1,0,0,0.04232804,1,1,https://www.congress.gov/bill/115th-congress/senate-resolution/736?s=6&r=12
115_s.res.83,S.Res. 83,115,A resolution expressing the sense of the Senate regarding the trafficking of illicit fentanyl into the United States from Mexico and China.,6,0,0,0.06244087,1,1,https://www.congress.gov/bill/115th-congress/senate-resolution/83?s=6&r=665
115_s.res.90,S.Res.90,115,US-Israel economic relations,9,0,0,0.04527938,1,0,https://www.congress.gov/bill/115th-congress/senate-resolution/90?s=6&r=90
115_s.res.92,S.Res.92,115,"A resolution expressing concern over the disappearance of David Sneddon, and for other purposes.",8,0,0,0.04963235,1,1,https://www.congress.gov/bill/115th-congress/senate-resolution/92?s=6&r=656
116_s.1025,S. 1025,116,VERDAD Act of 2019,18,1,1,0.01076611,0,0,https://www.congress.gov/bill/116th-congress/senate-bill/1025?s=10&r=13129
116_s.1044,S. 1044,116,Fentanyl Sanctions Act,11,1,1,0.00986395,0,1,https://www.congress.gov/bill/116th-congress/senate-bill/1044?s=10&r=13110
116_s.1052,S. 1052,116,Rare Earth Element Advanced Coal Technologies Act,2,1,0,0.16938111,1,1,https://www.congress.gov/bill/116th-congress/senate-bill/1052?s=2&r=1
116_s.1060,S. 1060,116,Defending Elections from Threats by Establishing Redlines Act of 2019,11,1,1,0.00867618,0,1,https://www.congress.gov/bill/116th-congress/senate-bill/1060?s=10&r=13094
116_s.1092,S. 1092,116,SECURE IP Act of 2019,0,1,1,0.02635783,0,1,https://www.congress.gov/bill/116th-congress/senate-bill/1092?s=10&r=13062
116_s.1188,S. 1188,116,Mongolia Third Neighbor Trade Act,14,1,0,0.05349183,1,1,https://www.congress.gov/bill/116th-congress/senate-bill/1188/text?s=4&r=1
116_s.1285,S. 1285,116,SAVE Act,5,1,1,0.02910762,0,1,https://www.congress.gov/bill/116th-congress/senate-bill/1285?s=10&r=12869
116_s.1369,S. 1369,116,Vietnam Human Rights Sanctions Act of 2019,3,1,0,0.03770302,1,0,https://www.congress.gov/bill/116th-congress/senate-bill/1369?s=6&r=1
116_s.1433,S. 1433,116,New START Treaty Improvement Act of 2019,1,1,1,0.07001321,1,1,https://www.congress.gov/bill/116th-congress/senate-bill/1433?s=10&r=12721
116_s.1451,S. 1451,116,People s Liberation Army (PLA) Visa Security Act,5,1,1,0.02692998,0,1,https://www.congress.gov/bill/116th-congress/senate-bill/1451?s=10&r=12703
116_s.1459,S. 1459,116,China Technology Transfer Control Act of 2019,2,1,1,0.08695652,1,1,https://www.congress.gov/bill/116th-congress/senate-bill/1459?s=10&r=12695
116_s.1468,S. 1468,116,Cambodia Accountability and Return on Investment Act of 2019,4,1,1,0.01639344,0,1,https://www.congress.gov/bill/116th-congress/senate-bill/1468?s=10&r=12686
116_s.1498,S. 1498,116,Department of Defense Climate Resiliency and Readiness Act,2,1,1,0.02118906,0,0,https://www.congress.gov/bill/116th-congress/senate-bill/1498?s=10&r=12656
116_s.152,S. 152,116,Telecommunications Denial Order Enforcement Act,5,1,1,0.01882353,0,1,https://www.congress.gov/bill/116th-congress/senate-bill/152?s=10&r=14002
116_s.1589,S. 1589,116,"Damon Paul Nelson and Matthew Young Pollard Intelligence Authorization Act for Fiscal Years 2018, 2019, and 2020",0,1,1,0.01217136,0,0,https://www.congress.gov/bill/116th-congress/senate-bill/1589?s=10&r=12565
116_s.1625,S. 1625,116,United States 5G Leadership Act of 2019,16,1,1,0.01954023,0,1,https://www.congress.gov/bill/116th-congress/senate-bill/1625?s=10&r=12529
116_s.1634,S. 1634,116,South China Sea and East China Sea Sanctions Act of 2019,16,1,1,0.05482511,1,1,https://www.congress.gov/bill/116th-congress/senate-bill/1634?s=10&r=12520
116_s.1658,S. 1658,116,North Korea Policy Oversight Act of 2019,2,1,1,0.06393915,1,0,https://www.congress.gov/bill/116th-congress/senate-bill/1658?s=10&r=12496
116_s.1661,S. 1661,116,United States Employee Ownership Bank Act,4,1,0,0.01259843,0,1,https://www.congress.gov/bill/116th-congress/senate-bill/1661?s=8&r=1
116_s.1678,S. 1678,116,Taiwan Allies International Protection and Enhancement Initiative (TAIPEI) Act of 2019,7,1,1,0.05734767,1,1,https://www.congress.gov/bill/116th-congress/senate-bill/1678?s=10&r=12476
116_s.1690,S. 1690,116,Modernizing America s Missile Defense Act of 2019,1,1,1,0.01254574,0,0,https://www.congress.gov/bill/116th-congress/senate-bill/1690?s=10&r=12464
116_s.1731,S. 1731,116,EQUITABLE Act,5,1,1,0.00898876,0,0,https://www.congress.gov/bill/116th-congress/senate-bill/1731?s=10&r=12423
116_s.178,S. 178,116,UIGHUR Act of 2019,50,1,1,0.06902182,1,1,https://www.congress.gov/bill/116th-congress/senate-bill/178?s=10&r=13976
116_s.1790,S. 1790,116,National Defense Authorization Act for Fiscal Year 2020,0,1,1,0.01002066,0,0,https://www.congress.gov/bill/116th-congress/senate-bill/1790?s=10&r=12364
116_s.1824,S. 1824,116,Hong Kong Policy Reevaluation Act of 2019,2,1,1,0.05896806,1,1,https://www.congress.gov/bill/116th-congress/senate-bill/1824?s=10&r=12330
116_s.1838,S. 1838,116,Hong Kong Human Rights and Democracy Act of 2019,56,1,1,0.04285894,1,1,https://www.congress.gov/bill/116th-congress/senate-bill/1838?s=10&r=12316
116_s.1879,S. 1879,116,Protect Our Universities Act of 2019,0,1,1,0.02161172,0,1,https://www.congress.gov/bill/116th-congress/senate-bill/1879?s=10&r=12275
116_s.188,S. 188,116,"Border, Law Enforcement, Operational Control, and Sovereignty Act of 2019",0,1,1,0.03663004,1,0,https://www.congress.gov/bill/116th-congress/senate-bill/188?s=10&r=13966
116_s.1965,S. 1965,116,Combating the Illicit Trade in Tobacco Products Act,3,1,0,0.0518487,1,0,https://www.congress.gov/bill/116th-congress/senate-bill/1965?s=10&r=1
116_s.2,S. 2,116,Fair Trade with China Enforcement Act,2,1,1,0.09926342,1,1,https://www.congress.gov/bill/116th-congress/senate-bill/2?s=10&r=14152
116_s.2050,S. 2050,116,LEED Act,1,1,1,0.02771194,0,1,https://www.congress.gov/bill/116th-congress/senate-bill/2050?s=10&r=12104
116_s.2066,S. 2066,116,Saudi Arabia Diplomatic Review Act of 2019,6,1,1,0.01363536,0,0,https://www.congress.gov/bill/116th-congress/senate-bill/2066?s=10&r=12088
116_s.2093,S. 2093,116,Rare Earth Cooperative 21st Century Manufacturing Act or the RE-Coop 21st Century Manufacturing Act,0,1,0,0.09140316,1,1,https://www.congress.gov/bill/116th-congress/senate-bill/2093?s=4&r=1
116_s.2117,S. 2117,116,Huawei Prohibition Act of 2019,2,1,1,,Unavailable,1,https://www.congress.gov/bill/116th-congress/senate-bill/2117?s=10&r=12037
116_s.2118,S. 2118,116,Defending America s 5G Future Act,11,1,1,,Unavailable,1,https://www.congress.gov/bill/116th-congress/senate-bill/2118?s=10&r=12036
116_s.2228,S. 2228,116,RE-Coop 21st Century Manufacturing Act,0,1,0,0.01208459,0,1,https://www.congress.gov/bill/116th-congress/senate-bill/2093?s=4&r=1
116_s.2240,S. 2240,116,Digital Citizenship and Media Literacy Act,7,1,0,0.03115067,1,0,https://www.congress.gov/bill/116th-congress/senate-bill/2240?s=6&r=1
116_s.2261,S. 2261,116,Clean Energy Victory Bond Act of 2019,1,1,0,0.04485488,1,0,https://www.congress.gov/bill/116th-congress/senate-bill/2261?s=8&r=1
116_s.2297,S. 2297,116,Coast Guard Authorization Act of 2019,3,1,0,0.00553681,0,1,https://www.congress.gov/bill/116th-congress/senate-bill/2297?s=10&r=1
116_s.2307,S. 2307,116,World Language Advancement and Readiness Act of 2019,0,1,0,0.03726708,1,0,https://www.congress.gov/bill/116th-congress/senate-bill/2307?s=4&r=1
116_s.2316,S. 2316,116,MICROCHIPS Act of 2019,1,1,0,0.02311558,0,1,https://www.congress.gov/bill/116th-congress/senate-bill/2316/text?s=6&r=1
116_s.2320,S. 2320,116,Peace Corps Mission Accountability Act,0,1,1,0.00641026,0,1,https://www.congress.gov/bill/116th-congress/senate-bill/2320?s=10&r=11834
116_s.2323,S. 2323,116,SAFE Mail Act,0,1,0,0.03144654,1,1,https://www.congress.gov/bill/116th-congress/senate-bill/2323?s=8&r=1
116_s.2325,S. 2325,116,Super Pollutants Act,1,1,0,0.03057156,1,0,https://www.congress.gov/bill/116th-congress/senate-bill/2325?s=10&r=1
116_s.2368,S. 2368,116,Nuclear Energy Renewal Act of 2019,1,1,0,0.04235819,1,0,https://www.congress.gov/bill/116th-congress/senate-bill/2368?s=2&r=1
116_s.2386,S. 2386,116,TIANANMEN Act of 2019,1,1,1,0.04302204,1,1,https://www.congress.gov/bill/116th-congress/senate-bill/2386?s=10&r=11768
116_s.2394,S. 2394,116,Richard G. Lugar and Ellen O. Tauscher Act to Maintain Limits on Russian Nuclear Forces,3,1,0,0.03541564,1,1,https://www.congress.gov/bill/116th-congress/senate-bill/2394?s=4&r=1
116_s.245,S. 245,116,Damon Paul Nelson and Matthew Young Pollard Intelligence Authorization Act for Fiscal Years 2018 and 2019,1,1,1,0.01169097,0,0,https://www.congress.gov/bill/116th-congress/senate-bill/245?s=10&r=13909
116_s.2481,S. 2481,116,End Neglected Tropical Diseases Act,2,1,1,,Unavailable,1,https://www.congress.gov/bill/116th-congress/senate-bill/2481?s=10&r=11673
116_s.249,S. 249,116,"A bill to direct the Secretary of State to develop a strategy to regain observer status for Taiwan in the World Health Organization, and for other purposes.",23,1,0,0.05413687,1,1,https://www.congress.gov/bill/116th-congress/senate-bill/249/text?s=6&r=1
116_s.2493,S. 2493,116,Combatting Foreign Influence Act of 2019,3,1,1,0.04921077,1,1,https://www.congress.gov/bill/116th-congress/senate-bill/2493?s=10&r=11661
116_s.2502,S. 2502,116,American Security Drone Act of 2020,6,1,1,0.01020408,0,1,https://www.congress.gov/bill/116th-congress/senate-bill/2502?s=10&r=11652
116_s.2528,S. 2528,116,"A bill to require the Director of National Intelligence to submit to Congress a report on the purpose, scope, and means of expanded Chinese influence in international organizations, and for other purposes.",1,1,1,0.0234375,0,1,https://www.congress.gov/bill/116th-congress/senate-bill/2528?s=10&r=11626
116_s.2539,S. 2539,116,Tibetan Policy and Support Act of 2019,25,1,1,0.0417847,1,1,https://www.congress.gov/bill/116th-congress/senate-bill/2539?s=10&r=11615
116_s.2547,S. 2547,116,Indo-Pacific Cooperation Act of 2019,5,1,1,0.0725,1,1,https://www.congress.gov/bill/116th-congress/senate-bill/2547?s=10&r=11607
116_s.2551,S. 2551,116,Tariff Rebate Act,0,1,0,0.05695509,1,1,https://www.congress.gov/bill/116th-congress/senate-bill/2551/text?s=8&r=1
116_s.2563,S. 2563,116,ILLICIT CASH Act,11,1,1,0.00963868,0,1,https://www.congress.gov/bill/116th-congress/senate-bill/2563?s=10&r=11591
