con_legis_num,legislation_number,congress_session,title,cosponsors,bill,gov_track,dc_ratio_aggregate,ratio_binary,manual_coding,URL
106_s.con.res.17,S.Con.Res. 17,106,A concurrent resolution concerning the 20th Anniversary of the Taiwan Relations Act.,10,0,1,,Unavailable,0,
106_s.con.res.59,S.Con.Res.59,106,"A concurrent resolution urging the President to negotiate a new base rights agreement with the Government of Panama in order for United States Armed Forces to stationed in Panama after December 31, 1999.",4,0,0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-concurrent-resolution/59?s=5&r=59
106_s.con.res.61,S.Con.Res.61,106,A concurrent resolution expressing the sense of the Congress regarding a continued United States security presence in Panama and a review of the contract bidding process for the Balboa and Cristobal port facilities on each end of the Panama Canal.,11,0,0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-concurrent-resolution/61?s=5&r=61
106_s.con.res.78,S.Con.Res. 78,106,"A concurrent resolution expressing the sense of the Congress that, the Government of the People s Republic of China should immediately release from prison and drop all criminal charges against Yongyi Song, and should guarantee in t",8,0,1,,Unavailable,1,
106_s.con.res.81,S.Con.Res. 81,106,"A concurrent resolution expressing the sense of the Congress that the Government of the People s Republic of China should immediately release Rabiya Kadeer, her secretary, and her son, and permit them to move to the United States i",16,0,1,,Unavailable,1,
106_s.con.res.99,S.Con.Res. 99,106,"A concurrent resolution congratulating the people of Taiwan for the successful conclusion of presidential elections on March 18, 2000, and reaffirming United States policy toward Taiwan and the People s Republic of China.",0,0,1,,Unavailable,1,
106_s.j.res.27,S.J.Res.27,106,A joint resolution disapproving the extension of nondiscriminatory treatment (normal trade relations treatment) to the products of the People's Republic of China.,3,0,0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-joint-resolution/27?s=5&r=27
106_s.j.res.37,S.J.Res.37,106,"A joint resolution urging the President to negotiate a new base rights agreement with the Government of Panama in order for United States Armed Forces to be stationed in Panama after December 31, 1999.",0,0,0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-joint-resolution/37?s=5&r=37
106_s.res.103,S.Res.103,106,"A resolution concerning the tenth anniversary of the Tiananmen Square massacre of June 4, 1989, in the People's Republic of China.",13,0,0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-resolution/103?s=5&r=103
106_s.res.107,S.Res.107,106,A resolution to establish a Select Committee on Chinese Espionage.,0,0,0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-resolution/107?s=5&r=107
106_s.res.217,S.Res.217,106,"A resolution relating to the freedom of belief, expression, and association in the People's Republic of China.",11,0,0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-resolution/217?s=5&r=217
106_s.res.252,S.Res.252,106,"A resolution expressing the sense of the Senate that Rebiya Kadeer, her family member and business associate, should be released by the People's Republic of China.",0,0,0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-resolution/252/text?s=5&r=252
106_s.res.26,S.Res.26,106,A resolution relating to Taiwan's Participation in the World Health Organization.,21,0,0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-resolution/26?s=5&r=26
106_s.res.27,S.Res.27,106,A resolution expressing the sense of the Senate regarding the human rights situation in the People's Republic of China.,1,0,0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-resolution/27?s=5&r=27
106_s.res.271,S.Res.271,106,A resolution regarding the human rights situation in the People's Republic of China.,8,0,0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-resolution/271?s=5&r=123
106_s.res.45,S.Res.45,106,A resolution expressing the sense of the Senate regarding the human rights situation in the People's Republic of China.,23,0,0,,Unavailable,1,https://www.congress.gov/bill/106th-congress/senate-resolution/45?s=5&r=45
107_s.1077,S. 1077,107,"Supplemental Appropriations Act, 2001",0,1,1,,Unavailable,0,https://www.congress.gov/bill/107th-congress/senate-bill/1077?s=7&r=7872
107_s.1215,S. 1215,107,"Departments of Commerce, Justice, and State, the Judiciary, and Related Agencies Appropriations Act, 2002",0,1,1,,Unavailable,0,https://www.congress.gov/bill/107th-congress/senate-bill/1215?s=7&r=7734
107_s.1307,S. 1307,107,China Free Enterprise Act of 2001,1,1,1,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-bill/1307?s=7&r=7642
107_s.1372,S.1372,107,Export-Import Bank Reauthorization Act of 2002,0,1,1,,Unavailable,0,https://www.congress.gov/bill/107th-congress/senate-bill/1372?s=5&r=1372
107_s.1398,S.1398,107,"Treasury and General Government Appropriations Act, 2002",0,1,1,,Unavailable,0,https://www.congress.gov/bill/107th-congress/senate-bill/1398?s=5&r=1398
107_s.1401,S. 1401,107,"Foreign Relations Authorization Act, Fiscal Years 2002 and 2003",0,1,1,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-bill/1401?s=7&r=7548
107_s.1438,S.1438,107,"National Defense Authorization Act for Fiscal Year 2002
",0,1,0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-bill/1438?s=5&r=1438
107_s.149,S. 149,107,Export Administration Act of 2001,14,1,1,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-bill/149?s=7&r=8800
107_s.1636,S.1636,107,United States-Taiwan Free Trade Agreement Act of 2001,0,1,0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-bill/1636?s=5&r=1636
107_s.1932,S.1932,107,"A bill to require a United States plan to endorse and obtain observer status for Taiwan at the annual summit of the World Health Assembly in May 2002 in Geneva, Switzerland, and for other purposes.",0,1,0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-bill/1932?s=5&r=1932
107_s.2506,S. 2506,107,Intelligence Authorization Act for Fiscal Year 2003,0,1,1,,Unavailable,0,https://www.congress.gov/bill/107th-congress/senate-bill/2506?s=7&r=6443
107_s.2779,S.2779,107,"Foreign Operations, Export Financing, and Related Programs Appropriations Act, 2003",0,1,0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-bill/2779?s=5&r=2779
107_s.3093,S.3093,107,Global Internet Freedom Act,1,1,0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-bill/3093?s=5&r=3093
107_s.852,S. 852,107,Tibetan Policy Act of 2001,20,1,1,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-bill/852?s=7&r=8097
107_s.amdt.1916,S.Amdt.1916,107,S.Amdt.1916 to H.R.2506,1,0,0,,Unavailable,1,https://www.congress.gov/amendment/107th-congress/senate-amendment/1916?s=5&r=1916
107_s.amdt.4160,S.Amdt.4160,107,S.Amdt.4160 to S.2514,0,0,0,,Unavailable,1,https://www.congress.gov/amendment/107th-congress/senate-amendment/4160?s=5&r=4160
107_s.con.res.114,S.Con.Res. 114,107,"A Concurrent Resolution expressing the sense of Congress regarding North Korean refugees in China and those who are returned to North Korea where they face torture, imprisonment, and execution.",1,0,1,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-concurrent-resolution/114?s=3&r=47
107_s.con.res.123,S.Con.Res.123,107,"A concurrent resolution expressing the sense of Congress that the future of Taiwan should be resolved peacefully, through a democratic mechanism, with the express consent of the people of Taiwan and free from outside threats, intimidation, or interference.",0,0,0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-concurrent-resolution/123?s=5&r=123
107_s.con.res.27,S.Con.Res. 27,107,"A concurrent resolution expressing the sense of Congress that the 2008 Olympic Games should not be held in Beijing unless the Government of the People s Republic of China releases all political prisoners, ratifies the International",3,0,1,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-concurrent-resolution/27?s=3&r=134
107_s.con.res.38,S.Con.Res.38,107,A concurrent resolution recognizing the fo,3,0,0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-concurrent-resolution/38?s=5&r=38
107_s.con.res.98,S.Con.Res. 98,107,A concurrent resolution commemorating the 30th anniversary of the inauguration of Sino-American relations and the sale of the first commercial jet aircraft to China.,2,0,1,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-concurrent-resolution/98?s=3&r=63
107_s.res.128,S.Res.128,107,"A resolution calling on the Government of the People's Republic of China to immediately and unconditionally release all American scholars of Chinese ancestry being held in detention, calling on the President of the United States to continue working on behalf of the detained scholars for their release, and for other purposes.",8,0,0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-resolution/128?s=5&r=128
107_s.res.22,S.Res.22,107,"A resolution urging the appropriate representative of the United States to the United Nations Commission on Human Rights to introduce at the annual meeting of the Commission a resolution calling upon the Peoples Republic of China to end its human rights violations in China and Tibet, and for other purposes.",3,0,0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-resolution/22?s=5&r=22
107_s.res.252,S.Res.252,107,"A resolution expressing the sense of the Senate regarding human rights violations in Tibet, the Panchen Lama, and the need for dialogue between the Chinese leadership and the Dalai Lama or his representatives.",1,0,0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-resolution/252?s=5&r=252
107_s.res.66,S.Res.66,107,A resolution expressing the sense of the Senate regarding the release of twenty-four United States military personnel currently being detained by the People's Republic of China.,76,0,0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-resolution/66?s=5&r=66
107_s.res.89,S.Res.89,107,A resolution expressing the sense of the Senate welcoming Taiwan's President Chen Shui-bian to the United States.,5,0,0,,Unavailable,1,https://www.congress.gov/bill/107th-congress/senate-resolution/89?s=5&r=89
108_s.1025,S. 1025,108,Intelligence Authorization Act for Fiscal Year 2004,0,1,1,,Unavailable,0,https://www.congress.gov/bill/108th-congress/senate-bill/1025?s=4&r=1024
108_s.1183,S.1183,108,Global Internet Freedom Act of 2003,2,1,0,,Unavailable,1,https://www.congress.gov/bill/108th-congress/senate-bill/1183?s=5&r=1183
108_s.1426,S. 1426,108,"Foreign Operations, Export Financing, and Related Programs Appropriations Act, 2004",0,1,1,,Unavailable,1,https://www.congress.gov/bill/108th-congress/senate-bill/1426?s=5&r=1425
108_s.1586,S. 1586,108,A bill to authorize appropriate action if the negotiations with the People s Republic of China regarding China s undervalued currency and currency manipulations are not successful.,12,1,1,,Unavailable,1,https://www.congress.gov/bill/108th-congress/senate-bill/1586?s=6&r=1585
108_s.1589,S. 1589,108,"Transportation, Treasury, and General Government Appropriations Act, 2004",0,1,1,,Unavailable,0,https://www.congress.gov/bill/108th-congress/senate-bill/1589?s=8&r=1589
108_s.1592,S. 1592,108,Fair Currency Enforcement Act of 2003,0,1,0,,Unavailable,1,https://www.congress.gov/bill/108th-congress/senate-bill/1592?s=8&r=1592
108_s.1758,S. 1758,108,Currency Harmonization Initiative through Neutralizing Action Act of 2003,2,1,1,,Unavailable,1,https://www.congress.gov/bill/108th-congress/senate-bill/1758?s=7&r=1757
108_s.2092,S. 2092,108,A bill to address the participation of Taiwan in the World Health Organization,13,1,0,,Unavailable,1,https://www.congress.gov/bill/108th-congress/senate-bill/2092?s=2&r=2092
108_s.2229,S. 2229,108,National Defense Authorization Act for Fiscal Year 2005,1,1,1,,Unavailable,0,https://www.congress.gov/bill/108th-congress/senate-bill/2229?s=8&r=2229
108_s.243,S. 243,108,A bill concerning participation of Taiwan in the World Health Organization,10,1,0,,Unavailable,1,https://www.congress.gov/bill/108th-congress/senate-bill/243?s=8&r=243
108_s.2717,S. 2717,108,Rural Community Arsenic Relief Act,2,1,1,,Unavailable,0,https://www.congress.gov/bill/108th-congress/senate-bill/2717?s=4&r=2717
108_s.2809,S. 2809,108,"Departments of Commerce, Justice, and State, the Judiciary, and Related Agencies Appropriations Act, 2005",0,1,1,,Unavailable,0,https://www.congress.gov/bill/108th-congress/senate-bill/2809?s=9&r=2809
108_s.2812,S. 2812,108,"Foreign Operations, Export Financing, and Related Programs Appropriations Act, 2005",0,1,1,,Unavailable,1,https://www.congress.gov/bill/108th-congress/senate-bill/2812?s=1&r=2812
108_s.3016,S. 3016,108,Asia Freedom Act of 2004,1,1,1,,Unavailable,1,https://www.congress.gov/bill/108th-congress/senate-bill/3016?s=2&r=3016
108_s.747,S. 747,108,National Defense Authorization Act for Fiscal Year 2004,1,1,1,,Unavailable,0,https://www.congress.gov/bill/108th-congress/senate-bill/747?s=3&r=746
108_s.amdt.1185,S.Amdt. 1185,108,S.Amdt.1185 to S.Amdt.1136,1,0,0,,Unavailable,1,https://www.congress.gov/amendment/108th-congress/senate-amendment/1185?s=9&r=1185
108_s.amdt.2021,S.Amdt. 2021,108,S.Amdt.3473 to S.J.Res.33,1,0,0,,Unavailable,1,https://www.congress.gov/amendment/108th-congress/senate-amendment/2021?s=10&r=2021
108_s.amdt.3473,S.Amdt. 3473,108,S.Amdt.3473 to S.J.Res.33,0,0,0,,Unavailable,1,https://www.congress.gov/amendment/108th-congress/senate-amendment/3473?s=1&r=3473
108_s.j.res.14,S.J.Res. 14,108,A joint resolution expressing support for freedom in Hong Kong,1,0,0,,Unavailable,1,https://www.congress.gov/bill/108th-congress/senate-joint-resolution/14?s=4&r=14
108_s.j.res.33,S.J.Res. 33,108,A joint resolution expressing support for freedom in Hong Kong,12,0,0,,Unavailable,1,https://www.congress.gov/bill/108th-congress/senate-joint-resolution/33?s=4&r=33
108_s.res.184,S.Res. 184,108,"A resolution calling on the Government of the People's Republic of China immediately and unconditionally to release Dr. Yang Jianli, and for other purposes",5,0,0,,Unavailable,1,https://www.congress.gov/bill/108th-congress/senate-resolution/184?s=7&r=184
108_s.res.212,S.Res. 212,108,"A resolution welcoming His Holiness the Fourteenth Dalai Lama and recognizing his commitment to non-violence, human rights, freedom, and democracy",13,0,0,,Unavailable,1,https://www.congress.gov/bill/108th-congress/senate-resolution/212?s=5&r=212
108_s.res.219,S.Res. 219,108,A resolution to encourage the People's Republic of China to establish a market-based valuation of the yuan and to fulfill its commitments under international trade agreements,16,0,0,,Unavailable,1,https://www.congress.gov/bill/108th-congress/senate-resolution/219?s=5&r=219
108_s.res.230,S.Res. 230,108,"A resolution calling on the People's Republic of China immediately and unconditionally to release Rebiya Kadeer, and for other purposes",5,0,0,,Unavailable,1,https://www.congress.gov/bill/108th-congress/senate-resolution/230?s=5&r=230
108_s.res.262,S.Res. 262,108,A resolution to encourage the Secretary of the Treasury to initiate expedited negotiations with the People's Republic of China on establishing a market-based currency valuation and to fulfill its commitments under international trade agreements,7,0,0,,Unavailable,1,https://www.congress.gov/bill/108th-congress/senate-resolution/262?s=5&r=262
108_s.res.282,S.Res. 282,108,A resolution providing the funding to assist in meeting the official expenses of a preliminary meeting relative to the formation of a United States Senate-China interparliamentary group,0,0,0,,Unavailable,1,https://www.congress.gov/bill/108th-congress/senate-resolution/282?s=5&r=282
108_s.res.365,S.Res. 365,108,A resolution expressing the sense of the Senate regarding the detention of Tibetan political prisoners by the Government of the People's Republic of China,4,0,0,,Unavailable,1,https://www.congress.gov/bill/108th-congress/senate-resolution/365?s=2&r=365
108_s.res.483,S.Res. 483,108,A resolution expressing the sense of the Senate regarding the detention of Tibetan political prisoners by the Government of the People's Republic of China,1,0,0,,Unavailable,1,https://www.congress.gov/bill/108th-congress/senate-resolution/483?s=10&r=483
109_s.1042,S. 1042,109,National Defense Authorization Act for Fiscal Year 2006,0,1,1,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-bill/1042?s=7&r=3081
109_s.1043,S. 1043,109,Department of Defense Authorization Act for Fiscal Year 2006,0,1,0,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-bill/1043?s=5&r=1043
109_s.1117,S. 1117,109,United States-People s Republic of China Cultural Engagement Act,3,1,1,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-bill/1117?s=7&r=3006
109_s.14,S. 14,109,"Fair Wage, Competition, and Investment Act of 20005",13,1,1,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-bill/14?s=7&r=4109
109_s.1412,S. 1412,109,"A bill to prohibit the merger, acquisition, or takeover of Unocal Corporation by CNOOC Ltd. of China.",0,1,1,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-bill/1412?s=7&r=2711
109_s.1421,S. 1421,109,United States Trade Rights Enforcement Act,1,1,1,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-bill/1421?s=7&r=2702
109_s.1821,S. 1821,109,Pandemic Preparedness and Response Act,15,1,1,,Unavailable,0,https://www.congress.gov/bill/109th-congress/senate-bill/1821?s=6&r=1821
109_s.2242,S. 2242,109,Defense Against Regional Threats Act of 2005,0,1,0,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-bill/2242?s=8&r=2242
109_s.2267,S. ,109,"A bill to withdraw normal trade relations treatment from, and apply certain provisions of title IV of the Trade Act of 1974 to, the products of the People s Republic of China.",1,1,1,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-bill/2267?s=7&r=1856
109_s.2317,S. ,109,Trade Competitiveness Act of 2006,2,1,1,,Unavailable,0,https://www.congress.gov/bill/109th-congress/senate-bill/3843?s=7&r=280
109_s.2435,S. ,109,Energy Diplomacy and Security Act of 2006,15,1,1,,Unavailable,0,https://www.congress.gov/bill/109th-congress/senate-bill/3843?s=7&r=280
109_s.2749,S. ,109,Silk Road Strategy Act of 2006,2,1,1,,Unavailable,0,https://www.congress.gov/bill/109th-congress/senate-bill/3843?s=7&r=280
109_s.2784,S. 2784,109,Fourteenth Dalai Lama Congressional Gold Medal Act,75,1,0,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-bill/2784?s=9&r=2784
109_s.295,S. ,109,A bill to authorize appropriate action if the negotiations with the People s Republic of China regarding China s undervalued currency are not successful.,13,1,1,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-bill/295?s=7&r=3828
109_s.333,S. ,109,Iran Freedom and Support Act of 2005,61,1,1,,Unavailable,0,https://www.congress.gov/bill/109th-congress/senate-bill/333?s=7&r=3790
109_s.3722,S. 3722,109,Naval Vessels Transfer Act of 2006,2,1,0,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-bill/3722?s=10&r=3722
109_s.377,S. 377,109,Fair Currency Enforcement Act of 2005,0,1,0,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-bill/377?s=1&r=377
109_s.3843,S. 3843,109,AGOA Extension Act of 2006,0,1,1,,Unavailable,0,https://www.congress.gov/bill/109th-congress/senate-bill/3992?s=7&r=131
109_s.3992,S. 3992,109,United States Fair Currency Practices Act of 2006,0,1,1,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-bill/3992?s=7&r=131
109_s.4052,S. 4052,109,North Korea Refugee Relief and Reconstruction Act of 2006,0,1,1,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-bill/4052?s=7&r=71
109_s.41,S. 41,109,Rural Community Arsenic Relief Act,2,1,1,,Unavailable,0,https://www.congress.gov/bill/109th-congress/senate-bill/41?s=2&r=41
109_s.920,S. 920,109,Presidential Succession Act of 2005,0,1,1,,Unavailable,0,https://www.congress.gov/bill/109th-congress/senate-bill/920?s=7&r=920
109_s.984,S. 984,109,Fair Currency Practices Act of 2005,3,1,1,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-bill/984?s=7&r=3139
109_s.amdt.1242,S.Amdt. 1242,109,S.Amdt.1242 to H.R.3057,1,0,0,,Unavailable,1,https://www.congress.gov/amendment/109th-congress/senate-amendment/1242?s=9&r=1242
109_s.amdt.1476,S.Amdt.1476,109,,0,0,0,,Unavailable,1,https://www.congress.gov/amendment/109th-congress/senate-amendment/1476?s=9&r=3765
109_s.amdt.2535,S.Amdt.2535 to S.1042,109,To express the sense of Congress that the President should take immediate steps to establish a plan to address the military and economic development of China.,0,0,0,,Unavailable,1,https://www.congress.gov/amendment/109th-congress/senate-amendment/2535?s=9&r=2706
109_s.amdt.283, S.Amdt.283,109,To express the Sense of the Senate concerning recent provocative actions by the Peoples Republic of China and for other purposes.,0,0,0,,Unavailable,1,https://www.congress.gov/amendment/109th-congress/senate-amendment/283?s=9&r=4958
109_s.amdt.309,S.Amdt.309 to S.600,109,To authorize appropriate action if the negotiations with the People's Republic of China regarding China's undervalued currency are not successful.,14,0,0,,Unavailable,1,https://www.congress.gov/amendment/109th-congress/senate-amendment/309?s=9&r=4932
109_s.con.res.106,S.Con.Res.106,109,A concurrent resolution expressing the sense of Congress regarding high level visits to the United States by democratically elected officials of Taiwan.,4,0,0,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-concurrent-resolution/106?s=9&r=18
109_s.con.res.21,S.Con.Res.21,109,A concurrent resolution expressing the grave concern of Congress regarding the recent passage of the anti-secession law by the National People's Congress of the People's Republic of China.,0,0,0,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-concurrent-resolution/21?s=9&r=103
109_s.con.res.24,S.Con.Res.24,109,A concurrent resolution expressing the grave concern of Congress regarding the recent passage of the anti-secession law by the National People's Congress of the People's Republic of China.,10,0,0,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-concurrent-resolution/24?s=9&r=100
109_s.con.res.28,S.Con.Res.28,109,A concurrent resolution expressing the sense of the Congress on World Intellectual Property Day regarding the importance of protecting intellectual property rights globally.,8,0,0,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-concurrent-resolution/28?s=9&r=96
109_s.con.res.84,S.Con.Res.84,109,A concurrent resolution expressing the sense of Congress regarding a free trade agreement between the United States and Taiwan.,15,0,0,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-concurrent-resolution/84?s=9&r=40
109_s.con.res.87,S.Con.Res.87,109,"(1) the United States to not complete agreements relating to accession of the Russian Federation to the World Trade Organization (WTO) until the Russian Federation takes steps to address widespread intellectual property violations; (2) the People's Republic of China to change its intellectual property rights enforcement model by significantly increasing the application of criminal sanctions against major copyright pirates and imposing effective deterrent penalties; (3) Mexico, Canada, India, and Malaysia to cooperate with the U.S. government and U.S. industries to address piracy problems within their borders; and (4) the President to use all effective remedies and solutions for the protection of U.S. intellectual property rights and to maintain policies that vigorously respond to the failure by other countries to abide by international standards of protection or to adequately protect intellectual property.",1,0,0,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-concurrent-resolution/87?s=9&r=37
109_s.con.res.88,S.Con.Res.88 ,109,"A concurrent resolution urging the Government of China to reinstate all licenses of Gao Zhisheng and his law firm, remove all legal and political obstacles for lawyers attempting to defend criminal cases in China, including politically sensitive cases, and revise law and practice in China so that it conforms to international standards.",1,0,0,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-concurrent-resolution/88?s=9&r=36
109_s.res.142,S.Res.142,109,A resolution expressing the sense of the Senate that the United States Trade Representative should bring a case before the World Trade Organization regarding the violations of intellectual property rights by the People's Republic of China.,1,0,0,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-resolution/142?s=9&r=493
109_s.res.220,S.Res.220,109,A resolution to express the concern of the Senate regarding the passage of the anti-secession law by the National People's Congress of the People's Republic of China and Taiwan on an equal footing without preconditions.,11,0,0,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-resolution/220?s=9&r=415
109_s.res.270,S.Res.270,109,A resolution expressing the sense of the Senate that the International Monetary Fund should investigate whether China is manipulating the rate of exchange between the Chinese yuan and the United States dollar.,3,0,0,,Unavailable,1,https://www.congress.gov/bill/109th-congress/senate-resolution/270?s=9&r=365
109_s.res.55,S.Res.55,109,A resolution recognizing the contributions of the late Zhao Ziyang to the people of China.,5,0,0,,Unavailable,1,http://congress.gov/bill/109th-congress/senate-resolution/55?s=9&r=580
110_s.1007,S. 1007,110,Western Hemisphere Energy Compact,2,1,1,,Unavailable,0,https://www.congress.gov/bill/110th-congress/senate-bill/1007
110_s.1677,S. 1677,110,Currency Reform and Financial Markets Access Act of 2007,10,1,1,,Unavailable,0,https://www.congress.gov/bill/110th-congress/senate-bill/1677
110_s.1919,S. 1919,110,Trade Enforcement Act of 2007,2,1,1,,Unavailable,0,https://www.congress.gov/bill/110th-congress/senate-bill/1919
110_s.193,S. 193,110,Energy Diplomacy and Security Act of 2007,9,1,1,,Unavailable,0,https://www.congress.gov/bill/110th-congress/senate-bill/193
110_s.2317,S. 2317,110,Intellectual Property Enforcement Act of 2007,2,1,1,,Unavailable,0,https://www.congress.gov/bill/110th-congress/senate-bill/2317
110_s.2323,S. 2323,110,Carbon Capture and Storage Technology Act of 2007,2,1,1,,Unavailable,0,https://www.congress.gov/bill/110th-congress/senate-bill/2323
110_s.2813,S. 2813,110,China Currency Manipulation Act of 2008,2,1,1,,Unavailable,0,https://www.congress.gov/bill/110th-congress/senate-bill/2813
110_s.3071,S. 3071,110,A bill to amend the Endangered Species Act of 1973 to temporarily prohibit the Secretary of the Interior from considering global climate change as a natural or manmade factor in determining whether a species is a threatened or endangered,0,1,1,,Unavailable,0,https://www.congress.gov/bill/110th-congress/senate-bill/3071
110_s.3288,S. 3288,110,"Department of State, Foreign Operations, and Related Programs Appropriations Act, 2009",0,1,1,,Unavailable,0,https://www.congress.gov/bill/110th-congress/senate-bill/3288
110_s.364,S. 364,110,Strengthening America s Trade Laws Act,0,1,1,,Unavailable,0,https://www.congress.gov/bill/110th-congress/senate-bill/364
110_s.3723,S. 3723,110,"A bill to establish a framework for coordination and cooperation on energy and environmental issues among the United States, the People s Republic of China, and India, and for other purposes.",0,1,1,,Unavailable,0,https://www.congress.gov/bill/110th-congress/senate-bill/3723
110_s.445,S. 445,110,Trade Prosecutor Act,3,1,1,,Unavailable,0,https://www.congress.gov/bill/110th-congress/senate-bill/445
110_s.571,S. 571,110,"A bill to withdraw normal trade relations treatment from, and apply certain provisions of title IV of the Trade Act of 1974 to, the products of the People s Republic of China.",3,1,1,,Unavailable,0,https://www.congress.gov/bill/110th-congress/senate-bill/571
110_s.796,S. 796,110,Fair Currency Act of 2007,10,1,1,,Unavailable,0,https://www.congress.gov/bill/110th-congress/senate-bill/796
110_s.974,S. 974,110,Stopping Overseas Subsidies Act,17,1,1,,Unavailable,1,https://www.congress.gov/bill/110th-congress/senate-bill/974?s=9&r=2768
110_s.amdt.2892,S.Amdt.2892,110,S.Amdt.2892 to S.Amdt.2011,0,0,0,,Unavailable,1,https://www.congress.gov/amendment/110th-congress/senate-amendment/2892?s=9&r=2813
110_s.con.res.48,S.Con.Res.48,110,A concurrent resolution expressing the sense of Congress regarding high level visits to the United States by democratically-elected officials of Taiwan.,8,0,0,,Unavailable,1,https://www.congress.gov/bill/110th-congress/senate-concurrent-resolution/48?s=9&r=60
110_s.con.res.60,S.Con.Res.60 ,110,A concurrent resolution expressing the sense of Congress relating to negotiating a free trade agreement between the United States and Taiwan.,5,0,0,,Unavailable,1,https://www.congress.gov/bill/110th-congress/senate-concurrent-resolution/60?s=9&r=48
110_s.con.res.78,S.Con.Res.78,110,A concurrent resolution expressing the sense of Congress that the People's Republic of China and all enterprises owned or controlled by the People's Republic of China should make proper disclosures with the Securities and Exchange Commission regarding the selective default status of certain bonds.,0,0,0,,Unavailable,1,https://www.congress.gov/bill/110th-congress/senate-concurrent-resolution/78?s=9&r=30
110_s.res.203,S.Res.203,110,"A resolution calling on the Government of the People's Republic of China to use its unique influence and economic leverage to stop genocide and violence in Darfur, Sudan.",27,0,0,,Unavailable,1,https://www.congress.gov/bill/110th-congress/senate-resolution/203?s=9&r=527
110_s.res.255,S.Res.255,110,A resolution recognizing and supporting the long distance runs that will take place in the People's Republic of China in 2007 and the United States in 2008 to promote friendship between the peoples of China and the United States.,0,0,0,,Unavailable,1,https://www.congress.gov/bill/110th-congress/senate-resolution/255?s=9&r=475
110_s.res.504,S.Res.504,110,A resolution condemning the violence in Tibet and calling for restraint by the Government of the People's Republic of China and the people of Tibet.,24,0,0,,Unavailable,1,https://www.congress.gov/bill/110th-congress/senate-resolution/504?s=9&r=226
